base_key,split,exco_out,relationship_out,has_exco,has_relationship,src_exco_member,src_relationship_member
ADE-Affordance/training/b/bedroom/ADE_train_00003432,training,./ADE-Affordance-flat/training/ADE_train_00003432_exco.json,./ADE-Affordance-flat/training/ADE_train_00003432_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003432_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003432_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003433,training,./ADE-Affordance-flat/training/ADE_train_00003433_exco.json,./ADE-Affordance-flat/training/ADE_train_00003433_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003433_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003433_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003434,training,./ADE-Affordance-flat/training/ADE_train_00003434_exco.json,./ADE-Affordance-flat/training/ADE_train_00003434_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003434_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003434_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003435,training,./ADE-Affordance-flat/training/ADE_train_00003435_exco.json,./ADE-Affordance-flat/training/ADE_train_00003435_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003435_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003435_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003436,training,./ADE-Affordance-flat/training/ADE_train_00003436_exco.json,./ADE-Affordance-flat/training/ADE_train_00003436_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003436_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003436_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003438,training,./ADE-Affordance-flat/training/ADE_train_00003438_exco.json,./ADE-Affordance-flat/training/ADE_train_00003438_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003438_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003438_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003439,training,./ADE-Affordance-flat/training/ADE_train_00003439_exco.json,./ADE-Affordance-flat/training/ADE_train_00003439_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003439_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003439_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003440,training,,./ADE-Affordance-flat/training/ADE_train_00003440_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003440_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003441,training,./ADE-Affordance-flat/training/ADE_train_00003441_exco.json,./ADE-Affordance-flat/training/ADE_train_00003441_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003441_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003441_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003442,training,,./ADE-Affordance-flat/training/ADE_train_00003442_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003442_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003443,training,./ADE-Affordance-flat/training/ADE_train_00003443_exco.json,./ADE-Affordance-flat/training/ADE_train_00003443_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003443_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003443_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003444,training,./ADE-Affordance-flat/training/ADE_train_00003444_exco.json,./ADE-Affordance-flat/training/ADE_train_00003444_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003444_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003444_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003445,training,./ADE-Affordance-flat/training/ADE_train_00003445_exco.json,./ADE-Affordance-flat/training/ADE_train_00003445_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003445_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003445_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003447,training,,./ADE-Affordance-flat/training/ADE_train_00003447_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003447_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003448,training,./ADE-Affordance-flat/training/ADE_train_00003448_exco.json,./ADE-Affordance-flat/training/ADE_train_00003448_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003448_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003448_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003449,training,./ADE-Affordance-flat/training/ADE_train_00003449_exco.json,./ADE-Affordance-flat/training/ADE_train_00003449_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003449_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003449_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003450,training,./ADE-Affordance-flat/training/ADE_train_00003450_exco.json,./ADE-Affordance-flat/training/ADE_train_00003450_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003450_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003450_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003451,training,./ADE-Affordance-flat/training/ADE_train_00003451_exco.json,./ADE-Affordance-flat/training/ADE_train_00003451_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003451_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003451_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003452,training,./ADE-Affordance-flat/training/ADE_train_00003452_exco.json,./ADE-Affordance-flat/training/ADE_train_00003452_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003452_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003452_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003453,training,./ADE-Affordance-flat/training/ADE_train_00003453_exco.json,./ADE-Affordance-flat/training/ADE_train_00003453_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003453_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003453_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003454,training,,./ADE-Affordance-flat/training/ADE_train_00003454_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003454_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003455,training,./ADE-Affordance-flat/training/ADE_train_00003455_exco.json,./ADE-Affordance-flat/training/ADE_train_00003455_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003455_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003455_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003456,training,./ADE-Affordance-flat/training/ADE_train_00003456_exco.json,./ADE-Affordance-flat/training/ADE_train_00003456_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003456_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003456_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003457,training,./ADE-Affordance-flat/training/ADE_train_00003457_exco.json,./ADE-Affordance-flat/training/ADE_train_00003457_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003457_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003457_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003458,training,,./ADE-Affordance-flat/training/ADE_train_00003458_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003458_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003459,training,,./ADE-Affordance-flat/training/ADE_train_00003459_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003459_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003460,training,./ADE-Affordance-flat/training/ADE_train_00003460_exco.json,./ADE-Affordance-flat/training/ADE_train_00003460_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003460_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003460_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003461,training,./ADE-Affordance-flat/training/ADE_train_00003461_exco.json,./ADE-Affordance-flat/training/ADE_train_00003461_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003461_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003461_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003462,training,./ADE-Affordance-flat/training/ADE_train_00003462_exco.json,./ADE-Affordance-flat/training/ADE_train_00003462_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003462_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003462_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003463,training,./ADE-Affordance-flat/training/ADE_train_00003463_exco.json,./ADE-Affordance-flat/training/ADE_train_00003463_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003463_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003463_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003465,training,./ADE-Affordance-flat/training/ADE_train_00003465_exco.json,,1,0,ADE-Affordance/training/b/bedroom/ADE_train_00003465_exco.json,
ADE-Affordance/training/b/bedroom/ADE_train_00003466,training,./ADE-Affordance-flat/training/ADE_train_00003466_exco.json,./ADE-Affordance-flat/training/ADE_train_00003466_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003466_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003466_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003469,training,./ADE-Affordance-flat/training/ADE_train_00003469_exco.json,./ADE-Affordance-flat/training/ADE_train_00003469_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003469_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003469_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003470,training,./ADE-Affordance-flat/training/ADE_train_00003470_exco.json,./ADE-Affordance-flat/training/ADE_train_00003470_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003470_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003470_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003471,training,./ADE-Affordance-flat/training/ADE_train_00003471_exco.json,./ADE-Affordance-flat/training/ADE_train_00003471_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003471_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003471_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003472,training,./ADE-Affordance-flat/training/ADE_train_00003472_exco.json,./ADE-Affordance-flat/training/ADE_train_00003472_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003472_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003472_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003473,training,./ADE-Affordance-flat/training/ADE_train_00003473_exco.json,./ADE-Affordance-flat/training/ADE_train_00003473_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003473_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003473_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003474,training,./ADE-Affordance-flat/training/ADE_train_00003474_exco.json,./ADE-Affordance-flat/training/ADE_train_00003474_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003474_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003474_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003477,training,./ADE-Affordance-flat/training/ADE_train_00003477_exco.json,./ADE-Affordance-flat/training/ADE_train_00003477_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003477_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003477_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003478,training,./ADE-Affordance-flat/training/ADE_train_00003478_exco.json,./ADE-Affordance-flat/training/ADE_train_00003478_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003478_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003478_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003479,training,,./ADE-Affordance-flat/training/ADE_train_00003479_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003479_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003480,training,./ADE-Affordance-flat/training/ADE_train_00003480_exco.json,./ADE-Affordance-flat/training/ADE_train_00003480_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003480_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003480_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003481,training,./ADE-Affordance-flat/training/ADE_train_00003481_exco.json,./ADE-Affordance-flat/training/ADE_train_00003481_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003481_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003481_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003483,training,./ADE-Affordance-flat/training/ADE_train_00003483_exco.json,./ADE-Affordance-flat/training/ADE_train_00003483_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003483_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003483_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003484,training,./ADE-Affordance-flat/training/ADE_train_00003484_exco.json,./ADE-Affordance-flat/training/ADE_train_00003484_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003484_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003484_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003485,training,./ADE-Affordance-flat/training/ADE_train_00003485_exco.json,./ADE-Affordance-flat/training/ADE_train_00003485_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003485_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003485_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003487,training,./ADE-Affordance-flat/training/ADE_train_00003487_exco.json,./ADE-Affordance-flat/training/ADE_train_00003487_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003487_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003487_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003488,training,,./ADE-Affordance-flat/training/ADE_train_00003488_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003488_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003489,training,./ADE-Affordance-flat/training/ADE_train_00003489_exco.json,./ADE-Affordance-flat/training/ADE_train_00003489_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003489_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003489_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003490,training,./ADE-Affordance-flat/training/ADE_train_00003490_exco.json,./ADE-Affordance-flat/training/ADE_train_00003490_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003490_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003490_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003492,training,./ADE-Affordance-flat/training/ADE_train_00003492_exco.json,./ADE-Affordance-flat/training/ADE_train_00003492_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003492_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003492_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003493,training,,./ADE-Affordance-flat/training/ADE_train_00003493_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003493_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003496,training,./ADE-Affordance-flat/training/ADE_train_00003496_exco.json,./ADE-Affordance-flat/training/ADE_train_00003496_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003496_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003496_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003497,training,./ADE-Affordance-flat/training/ADE_train_00003497_exco.json,./ADE-Affordance-flat/training/ADE_train_00003497_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003497_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003497_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003498,training,./ADE-Affordance-flat/training/ADE_train_00003498_exco.json,./ADE-Affordance-flat/training/ADE_train_00003498_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003498_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003498_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003499,training,,./ADE-Affordance-flat/training/ADE_train_00003499_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003499_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003500,training,./ADE-Affordance-flat/training/ADE_train_00003500_exco.json,./ADE-Affordance-flat/training/ADE_train_00003500_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003500_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003500_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003501,training,./ADE-Affordance-flat/training/ADE_train_00003501_exco.json,./ADE-Affordance-flat/training/ADE_train_00003501_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003501_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003501_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003502,training,,./ADE-Affordance-flat/training/ADE_train_00003502_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003502_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003503,training,./ADE-Affordance-flat/training/ADE_train_00003503_exco.json,./ADE-Affordance-flat/training/ADE_train_00003503_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003503_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003503_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003504,training,./ADE-Affordance-flat/training/ADE_train_00003504_exco.json,./ADE-Affordance-flat/training/ADE_train_00003504_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003504_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003504_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003505,training,./ADE-Affordance-flat/training/ADE_train_00003505_exco.json,./ADE-Affordance-flat/training/ADE_train_00003505_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003505_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003505_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003506,training,./ADE-Affordance-flat/training/ADE_train_00003506_exco.json,./ADE-Affordance-flat/training/ADE_train_00003506_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003506_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003506_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003507,training,./ADE-Affordance-flat/training/ADE_train_00003507_exco.json,./ADE-Affordance-flat/training/ADE_train_00003507_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003507_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003507_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003508,training,./ADE-Affordance-flat/training/ADE_train_00003508_exco.json,./ADE-Affordance-flat/training/ADE_train_00003508_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003508_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003508_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003509,training,,./ADE-Affordance-flat/training/ADE_train_00003509_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003509_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003510,training,,./ADE-Affordance-flat/training/ADE_train_00003510_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003510_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003512,training,./ADE-Affordance-flat/training/ADE_train_00003512_exco.json,./ADE-Affordance-flat/training/ADE_train_00003512_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003512_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003512_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003513,training,./ADE-Affordance-flat/training/ADE_train_00003513_exco.json,./ADE-Affordance-flat/training/ADE_train_00003513_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003513_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003513_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003514,training,./ADE-Affordance-flat/training/ADE_train_00003514_exco.json,./ADE-Affordance-flat/training/ADE_train_00003514_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003514_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003514_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003515,training,./ADE-Affordance-flat/training/ADE_train_00003515_exco.json,./ADE-Affordance-flat/training/ADE_train_00003515_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003515_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003515_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003516,training,./ADE-Affordance-flat/training/ADE_train_00003516_exco.json,./ADE-Affordance-flat/training/ADE_train_00003516_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003516_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003516_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003518,training,./ADE-Affordance-flat/training/ADE_train_00003518_exco.json,./ADE-Affordance-flat/training/ADE_train_00003518_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003518_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003518_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003519,training,,./ADE-Affordance-flat/training/ADE_train_00003519_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003519_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003520,training,,./ADE-Affordance-flat/training/ADE_train_00003520_relationship.txt,0,1,,ADE-Affordance/training/b/bedroom/ADE_train_00003520_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003522,training,./ADE-Affordance-flat/training/ADE_train_00003522_exco.json,./ADE-Affordance-flat/training/ADE_train_00003522_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003522_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003522_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003523,training,./ADE-Affordance-flat/training/ADE_train_00003523_exco.json,./ADE-Affordance-flat/training/ADE_train_00003523_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003523_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003523_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003525,training,./ADE-Affordance-flat/training/ADE_train_00003525_exco.json,./ADE-Affordance-flat/training/ADE_train_00003525_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003525_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003525_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003527,training,./ADE-Affordance-flat/training/ADE_train_00003527_exco.json,./ADE-Affordance-flat/training/ADE_train_00003527_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003527_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003527_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003528,training,./ADE-Affordance-flat/training/ADE_train_00003528_exco.json,./ADE-Affordance-flat/training/ADE_train_00003528_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003528_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003528_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003529,training,./ADE-Affordance-flat/training/ADE_train_00003529_exco.json,./ADE-Affordance-flat/training/ADE_train_00003529_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003529_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003529_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003530,training,./ADE-Affordance-flat/training/ADE_train_00003530_exco.json,./ADE-Affordance-flat/training/ADE_train_00003530_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003530_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003530_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003533,training,./ADE-Affordance-flat/training/ADE_train_00003533_exco.json,./ADE-Affordance-flat/training/ADE_train_00003533_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003533_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003533_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003534,training,./ADE-Affordance-flat/training/ADE_train_00003534_exco.json,./ADE-Affordance-flat/training/ADE_train_00003534_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003534_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003534_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003535,training,./ADE-Affordance-flat/training/ADE_train_00003535_exco.json,./ADE-Affordance-flat/training/ADE_train_00003535_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003535_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003535_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003537,training,./ADE-Affordance-flat/training/ADE_train_00003537_exco.json,./ADE-Affordance-flat/training/ADE_train_00003537_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003537_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003537_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003538,training,./ADE-Affordance-flat/training/ADE_train_00003538_exco.json,./ADE-Affordance-flat/training/ADE_train_00003538_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003538_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003538_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003541,training,./ADE-Affordance-flat/training/ADE_train_00003541_exco.json,./ADE-Affordance-flat/training/ADE_train_00003541_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003541_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003541_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003542,training,./ADE-Affordance-flat/training/ADE_train_00003542_exco.json,./ADE-Affordance-flat/training/ADE_train_00003542_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003542_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003542_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003543,training,./ADE-Affordance-flat/training/ADE_train_00003543_exco.json,./ADE-Affordance-flat/training/ADE_train_00003543_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003543_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003543_relationship.txt
ADE-Affordance/training/b/bedroom/ADE_train_00003544,training,./ADE-Affordance-flat/training/ADE_train_00003544_exco.json,./ADE-Affordance-flat/training/ADE_train_00003544_relationship.txt,1,1,ADE-Affordance/training/b/bedroom/ADE_train_00003544_exco.json,ADE-Affordance/training/b/bedroom/ADE_train_00003544_relationship.txt
